"","time","Sus1","Exp1","Inf1","Rec1","SusV","ExpV","InfV","Sus2","Exp2","Inf2","Rec2","Total1","Total2","TotalV"
"39",38,283.654762056496,0.148515239581665,0.172511322527713,0.0242113813950241,5000.16982628775,0.0941910844011784,0.735982627850583,134.367241391774,0.272058989871247,0.316292319880257,0.0444072984746886,284,135,5001
"40",39,283.647049940854,0.149037902024523,0.178196808275722,0.0257153488457622,5000.16754581226,0.0989892970832582,0.733464890658554,134.353132544039,0.272998778624524,0.326704144302406,0.0471645330345292,284,135,5001
"41",40,283.63937913539,0.149509663803765,0.183850434629045,0.0272607661774534,5000.16494758938,0.103840157201508,0.731212253423826,134.339100459784,0.273845144308317,0.337056755570626,0.0499976403368028,284,135,5001
"42",41,283.631747176307,0.149935811290361,0.189470119067081,0.028846893336206,5000.16203678392,0.108738644290907,0.729224571789756,134.325140619094,0.274607785418769,0.347346338677947,0.0529052568090585,284,135,5001
"43",42,283.624151595552,0.150321369897293,0.195054056246597,0.0304729783047571,5000.15881862603,0.113679916478338,0.727501457488678,134.311248495798,0.275295920120096,0.357569587037601,0.0558859970444424,284,135,5001
"44",43,283.616589923289,0.150671114292781,0.200600702516973,0.0321382599017535,5000.15529839433,0.118659315880182,0.726042289793684,134.297419561976,0.275918305089855,0.367723673999773,0.0589384589348588,284,135,5001
"45",44,283.609059690272,0.150989578237304,0.206108761088183,0.0338419704023759,5000.15148140011,0.123672372794558,0.724846227094488,134.283649292284,0.276483253668877,0.377806225571848,0.0620612284756792,284,135,5001
"46",45,283.601558430121,0.151281064063731,0.211577167826788,0.035583337988457,5000.14737297266,0.128714808796117,0.723912218538895,134.269933168095,0.276998653351376,0.387815294296491,0.0652528842570116,284,135,5001
"47",46,283.59408368149,0.151549651818352,0.217005077656387,0.0373615890359194,5000.14297844548,0.133782538833563,0.723239015687164,134.256266681452,0.277471982648001,0.397749334244038,0.0685120016559529,284,135,5001
"48",47,283.586632990134,0.151799208079203,0.222391851540049,0.0391759502470535,5000.13830314345,0.138871672422926,0.722825184131856,134.242645338827,0.277910327352014,0.407607177077674,0.0718371567436763,284,135,5001
"49",48,283.579203910875,0.152033394466807,0.227737044023269,0.0410256506348631,5000.13335237094,0.143978514022847,0.722669115040697,134.229064664691,0.278320396236465,0.417388009151731,0.0752269299206689,284,135,5001
"50",49,283.571794009456,0.152255675861285,0.233040391316924,0.0429099233664237,5000.12813140074,0.149099562671936,0.722769036584562,134.215520204894,0.278708536208088,0.427091349605178,0.0786799092929115,284,135,5001
"51",50,283.564400864289,0.152469328338748,0.238301799900555,0.0448280074719324,5000.12264546382,0.154231510962356,0.723123025216864,134.202007529843,0.279080746941736,0.436717029413956,0.0821946938012999,284,135,5001
"52",51,283.557022068108,0.152677446838907,0.243521335627158,0.0467791494258669,5000.11689973981,0.159371243418372,0.723729016774547,134.188522237499,0.27944269501738,0.446265171367341,0.0857698961161276,284,135,5001
"53",52,283.549655229507,0.152882952574976,0.24869921331136,0.0487626046064297,5000.11089934828,0.164515834343507,0.724584817374487,134.175059956177,0.279799727580134,0.455736170934872,0.0894041453080013,284,135,5001
"54",53,283.542297974388,0.153088600234088,0.253835786733611,0.0507776386448498,5000.10464934069,0.169662545169798,0.725688114141362,134.161616347172,0.280156885612173,0.465130677899881,0.0930960893164112,284,135,5001
"55",54,283.534947947297,0.153296984897705,0.258931539145264,0.0528235286605697,5000.09815469295,0.174808821435237,0.727036485618092,134.148187107189,0.280518916686803,0.474449578915242,0.0968443972088189,284,135,5001
"56",55,283.527602812626,0.153510548535949,0.263987074487328,0.0548995643509445,5000.09142029894,0.179952289432642,0.72862741162744,134.13476797052,0.280890286935238,0.483693981372354,0.100647761172829,284,135,5001
"57",56,283.520260255801,0.153731586720726,0.26900310841037,0.0570050490678516,5000.08445096409,0.185090752409948,0.730458283498505,134.121354711195,0.281275193415032,0.492865196906287,0.10450489848383,284,135,5001
