"","time","Sus1","Exp1","Inf1","Rec1","SusV","ExpV","InfV","Sus2","Exp2","Inf2","Rec2","Total1","Total2","TotalV"
"1",0,284,0,0,0,5000,0,1,135,0,0,0,284,135,5001
"2",1,283.902853236958,0.0947543545150859,0.00238438089880436,8.02762758185564e-06,5000.00989610448,5.33266334501388e-05,0.990050568886355,134.997797601263,0.00214816370098016,5.4053055769506e-05,1.81979805379359e-07,284,135,5001
"3",2,283.80670574262,0.18391206321221,0.00931972658710965,6.24675806597994e-05,5000.01938062964,0.000410161263988684,0.980209209099253,134.995617149942,0.00417013611306449,0.00021129774686671,1.41619804294733e-06,284,135,5001
"4",3,283.711545689621,0.267759881680298,0.0204876157142628,0.000206812984712456,5000.02816165398,0.00134153954661188,0.970496806471654,134.993458399257,0.00607236357206988,0.000464548152399186,4.68901851037724e-06,284,135,5001
"5",4,283.617359160035,0.34657104562049,0.0355890621811096,0.00048073216350252,5000.03597299629,0.00308057059508373,0.960946433118176,134.991321054264,0.00786098957043573,0.000807055766175373,1.09003997732625e-05,284,135,5001
"6",5,283.524128846561,0.420609465166602,0.0543410572474543,0.000920631024447187,5000.04257043786,0.00582768610453054,0.951601876032794,134.989204742487,0.00954194933008897,0.00123243156249836,2.08766207912569e-05,284,135,5001
"7",6,283.431833089955,0.490130658094256,0.0764764611240696,0.00155979082706151,5000.04773079361,0.0097534198546073,0.942515786536207,134.987108991899,0.0111209910418475,0.0017346436880375,3.53733708718966e-05,284,135,5001
"8",7,283.340445099117,0.555383268073985,0.101742987253369,0.00242864555587062,5000.05125004507,0.0150021162854795,0.933747838641329,134.985033213079,0.012603710220994,0.00230799469771655,5.50820025659215e-05,284,135,5001
"9",8,283.249932321673,0.616609642337272,0.129903163734783,0.00355487225468862,5000.05294273261,0.0216935086793502,0.925363758713585,134.982976684718,0.0139955629272212,0.00294712079185417,8.06315630013597e-05,284,135,5001
"10",9,283.16025589109,0.674046707014797,0.16073382828971,0.00496357360518831,5000.05264072656,0.0299252146870968,0.917434058751031,134.980938540882,0.015301885648264,0.00364698056084236,0.000112592909119056,284,135,5001
"11",10,283.071370157921,0.7279266998828,0.194025682445157,0.00667745975056383,5000.05019200358,0.0397751549513863,0.910032841464141,134.978917760137,0.0165279119741275,0.00440284508170407,0.000151482806912414,284,135,5001
"12",11,282.983222410314,0.778477630720863,0.229582959230703,0.00871699973437094,5000.0454596274,0.0513034699468226,0.903236902649693,134.976913158996,0.0176787830932406,0.00521029056396638,0.000197767347228766,284,135,5001
"13",12,282.89575265484,0.825923672928415,0.267223099405448,0.0111005728259211,5000.03832073035,0.0645543754308738,0.897124894217908,134.974923386716,0.0187595567295126,0.00606519119472306,0.000251865360229469,284,135,5001
"14",13,282.808893442219,0.870485512856314,0.306776420753955,0.0138446241710694,5000.02866546574,0.0795580148153764,0.891776519441101,134.972946921115,0.0197752151193571,0.00696371183669604,0.000314151928824162,284,135,5001
"15",14,282.722569795073,0.912380569051264,0.3480858256546,0.0169638102211602,5000.01639602902,0.0963321014715047,0.887271869505379,134.970982066706,0.0207306700316064,0.00790230158957153,0.000384961673163512,284,135,5001
"16",15,282.636699193921,0.951823147381562,0.391006518717762,0.0204711399801055,5000.00142570701,0.114883450451591,0.883690842537196,134.969026954151,0.0216307663270771,0.00887768757990907,0.000464591942330411,284,135,5001
"17",16,282.551191614867,0.989024541071965,0.435405731613229,0.024378112448275,4999.98367795272,0.135209408408128,0.881112638871859,134.967079540901,0.0224802842625386,0.00988686891436105,0.000553305921784883,284,135,5001
