"","time","Sus1","Exp1","Inf1","Rec1","SusV","ExpV","InfV","Sus2","Exp2","Inf2","Rec2","Total1","Total2","TotalV"
"1",0,284,0,0,0,5000,0,1,135,0,0,0,284,135,5001
"2",1,283.924438529266,0.0737009503077774,0.00185422936102337,6.29106479246368e-06,5000.00991672218,3.29874904989099e-05,0.990050290329092,134.993392911164,0.00644441073732009,0.000162128034809413,5.50063747380303e-07,284,135,5001
"3",2,283.849648783626,0.143053393730476,0.00724927267819616,4.85499649717245e-05,5000.0195432073,0.000251600722084631,0.980205191980373,134.986851888411,0.0125099672051846,0.000633899163693558,4.24522006756105e-06,284,135,5001
"4",3,283.775622241066,0.208280638124572,0.0159363094058703,0.000160811403567925,5000.02869950231,0.000823402923885744,0.970477094772182,134.980376229479,0.0182160855459012,0.00139362284367079,1.40621316088336e-05,284,135,5001
"5",4,283.702349644749,0.269593051916119,0.0276834352377412,0.000373868097341443,5000.03722286491,0.00189119216092333,0.960885942928341,134.973965166109,0.0235810585354621,0.00242108075585305,3.26945998995049e-05,284,135,5001
"6",5,283.629820213095,0.327193190626697,0.0422705434168896,0.000716052861300115,5000.04496362387,0.00357816618556715,0.951458209946026,134.967617795613,0.0286225016684255,0.00369708082525861,6.26218935741626e-05,284,135,5001
"7",6,283.558021238042,0.38127574948185,0.0594897580402927,0.00121325443584216,5000.05178509145,0.00598902872146501,0.942225879826991,134.961333045407,0.0333573493081899,0.00520349521216154,0.000106110072807738,284,135,5001
"8",7,283.486937667651,0.432028579394997,0.0791446279889358,0.00188912496521372,5000.05756246109,0.00921223837656219,0.933225300534691,134.955109636323,0.0378019432909916,0.00692319032559927,0.000165230060250131,284,135,5001
"9",8,283.416551814199,0.479633243218992,0.101049739678707,0.00276520290315303,5000.06218215433,0.013321413014429,0.924496432652997,134.948946056846,0.0419720815330056,0.00883999327901507,0.00024186834179457,284,135,5001
"10",9,283.346843078186,0.524265430145921,0.125030485487828,0.00386100618027466,5000.0655413258,0.0183764671025875,0.91608220709363,134.942840538708,0.0458830543159216,0.010938671901514,0.000337735074908357,284,135,5001
"11",10,283.277787727969,0.566095497924498,0.150922601929953,0.00519417217696046,5000.06754711949,0.0244250815812227,0.908027798933352,134.936791037357,0.0495496916381013,0.0132048947232963,0.000454376281270468,284,135,5001
"12",11,283.209358730871,0.605288891713579,0.17857179351154,0.00678058390368282,5000.06811599829,0.0315040048686518,0.900379996842796,134.930795216907,0.0529863998204002,0.0156251984338136,0.000593184838875553,284,135,5001
"13",12,283.141525654783,0.642006444432588,0.207833423753029,0.00863447703172752,5000.06717317536,0.0396401073325507,0.893186717312627,134.924850441268,0.0562071877535071,0.0181869611702341,0.000755409808362257,284,135,5001
"14",13,283.074254585151,0.67640466953739,0.238572193998388,0.0107685513134216,5000.06465202202,0.0488514544339867,0.88649652354323,134.918953766622,0.0592256924785921,0.0208783747559294,0.000942166143524134,284,135,5001
"15",14,283.007508075593,0.708636011603358,0.270661832802813,0.0131940800003907,5000.06049348642,0.059148323077448,0.880358190504413,134.913101936832,0.0620552010727991,0.0236884178658566,0.00115444422958373,284,135,5001
"16",15,282.94124513888,0.738849037385361,0.30398481211931,0.0159210116152207,5000.05464555266,0.0705341033891771,0.874820343952594,134.907291382397,0.0647086673238893,0.026606831521582,0.00139311875755623,284,135,5001
"17",16,282.875421261103,0.767188598711807,0.33843207149482,0.0189580686898707,5000.04706271616,0.0830061432805626,0.869931140561992,134.901518221446,0.0671987259341254,0.0296240952833602,0.00165895733644891,284,135,5001
"18",17,282.809988439512,0.793795965269588,0.373902752326823,0.0223128428911831,5000.03770547811,0.0965565302616022,0.865737991623954,134.895778262807,0.0695377040832764,0.0327314043168969,0.00195262879278894,284,135,5001
"19",18,282.744895240796,0.818808931708654,0.410303940908327,0.0259918865867177,5000.0265398589,0.111172813980748,0.862287327120136,134.890067010877,0.0717376307382314,0.0359206472229975,0.00227471116206572,284,135,5001
"20",19,282.680086876459,0.842361903874613,0.447550418673589,0.0300008009928302,5000.01353692958,0.126838673881069,0.859624396532546,134.884379671994,0.0738102441304375,0.039184384490929,0.00262569938440677,284,135,5001
"21",20,282.615505292798,0.864585967398238,0.485564418815902,0.0343443209882076,4999.9986723612,0.143534535196881,0.857793103606857,134.878711162101,0.0757669976845584,0.0425158275027754,0.00300601271167465,284,135,5001
"22",21,282.551089272892,0.885608942060489,0.524275388339817,0.0390263967074237,4999.98192599103,0.161238136936159,0.856835872030592,134.873056115459,0.077619064698659,0.0459088180066262,0.00341600183589415,284,135,5001
