"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0,0,0,0,0,0,0,0,0,0,0,1
"2",0.000264574314563597,0.00026457432032652,0.000264574325161251,0.000264574329275127,0.000264574332818061,0.000264574335901121,0.000264574338608338,0.000264574341004456,0.000264574343140162,0.000264574345055704,0.000264574346783447,2
"3",0.00103576079094966,0.00103576066736391,0.00103576056432778,0.00103576047710927,0.00103576040232567,0.00103576033749462,0.0010357602807533,0.00103576023067644,0.00103576018615502,0.00103576014631319,0.00103576011044996,3
"4",0.00227722606999346,0.00227722593011324,0.00227722581352225,0.00227722571485118,0.00227722563026346,0.00227722555694475,0.00227722549278376,0.00227722543616559,0.00227722538583398,0.00227722534079697,0.00227722530026086,4
"5",0.00395611398306675,0.00395611353022037,0.00395611315282092,0.00395611283346341,0.00395611255971416,0.00395611232245417,0.00395611211484359,0.00395611193165149,0.00395611176880912,0.00395611162310411,0.00395611149196641,5
"6",0.00604110241483016,0.00604110094545117,0.00604109972092505,0.00604109868475658,0.00604109779658956,0.00604109702682793,0.00604109635327364,0.00604109575895105,0.00604109523065646,0.00604109475796556,0.0060410943325387,6
"7",0.00850239801283613,0.00850239397805826,0.00850239061564863,0.00850238777046551,0.00850238533168802,0.00850238321804421,0.00850238136857795,0.0085023797366743,0.00850237828607624,0.00850237698815913,0.00850237582002274,7
"8",0.0113120121559644,0.0113120024571838,0.01131199437464,0.0113119875354036,0.0113119816730835,0.0113119765923185,0.0113119721465823,0.0113119682238221,0.0113119647368835,0.0113119616169585,0.0113119588089997,8
"9",0.0144433845264426,0.0144433637052754,0.0144433463537813,0.0144433316713775,0.0144433190861899,0.0144433081788255,0.014443298634728,0.0144432902133464,0.0144432827275802,0.0144432760297145,0.014443270001575,9
"10",0.0178713914466419,0.0178713506089808,0.0178713165764801,0.0178712877789561,0.0178712630947857,0.0178712417014062,0.0178712229818701,0.0178712064643774,0.017871191781961,0.017871178644902,0.0178711668214195,10
"11",0.0215723088470914,0.0215722343351319,0.0215721722396081,0.0215721196956623,0.021572074656842,0.0215720356223373,0.0215720014664902,0.0215719713284699,0.0215719445387187,0.0215719205686223,0.0215718989952779,11
"12",0.0255237360252511,0.0255236078808969,0.0255235010897743,0.0255234107251006,0.0255233332675104,0.0255232661359892,0.0255232073946821,0.0255231555631666,0.0255231094899603,0.0255230682659686,0.025523031163894,12
"13",0.0297045273264613,0.029704317503277,0.0297041426432589,0.0297039946795523,0.0297038678497025,0.0297037579276503,0.0297036617436843,0.0297035768737968,0.0297035014325728,0.029703433931474,0.0297033731796321,13
"14",0.0340947361920418,0.0340944065517223,0.0340941318390245,0.0340938993809909,0.034093700124807,0.0340935274313049,0.034093376320827,0.0340932429852129,0.034093124462432,0.0340930184139503,0.0340929229688769,14
"15",0.0386755602888165,0.038675060388156,0.0386746437841341,0.0386742912587386,0.0386739890836802,0.0386737271908388,0.038673498028668,0.0386732958221527,0.0386731160794075,0.038672955254063,0.0386728105089204,15
"16",0.0434292857844333,0.0434285504568721,0.043427937652439,0.0434274191032676,0.0434269746162468,0.0434265893819893,0.0434262522927414,0.0434259548538647,0.0434256904580952,0.0434254538889464,0.0434252409730682,16
"17",0.0483392364969716,0.0483381832453357,0.048337305488018,0.0483365627364721,0.0483359260676171,0.0483353742695198,0.048334891432151,0.048334465388301,0.0483340866740953,0.0483337478177125,0.0483334428414526,17
"18",0.0533897253972096,0.0533882516147401,0.0533870233926269,0.0533859840780157,0.0533850932006244,0.0533843210797832,0.0533836454534023,0.053383049296476,0.0533825193666136,0.0533820452087941,0.0533816184586427,18
"19",0.0585660082494944,0.0585639882865166,0.0585623048835677,0.0585608803943464,0.0585596593515327,0.0585586010755602,0.0585576750544773,0.0585568579541027,0.0585561316245966,0.0585554817364183,0.0585548968254216,19
"20",0.0638542394189359,0.0638515215122608,0.0638492564492302,0.0638473397574527,0.0638456968058369,0.0638442728599656,0.0638430268658354,0.0638419274270886,0.0638409501228897,0.0638400756726223,0.0638392886510743,20
"21",0.0692414297017887,0.0692378327853252,0.0692348351617094,0.0692322985737467,0.0692301242553809,0.0692282397713777,0.0692265907909327,0.0692251357640507,0.0692238423720845,0.0692226850989273,0.0692216435307065,21
"22",0.0747154060740179,0.0747107164890586,0.0747068082414744,0.0747035010780422,0.0747006662317632,0.0746982092643599,0.0746960593412297,0.0746941622908188,0.0746924759770252,0.0746909671326403,0.0746896091425685,22
"23",0.0802647732516894,0.0802587413753694,0.0802537144677961,0.0802494606863684,0.0802458144097932,0.0802426541703622,0.0802398888594989,0.0802374488007602,0.0802352797978243,0.0802333390616553,0.0802315923592674,23
"24",0.0858788769644395,0.0858712137747201,0.0858648273359221,0.0858594231085051,0.0858547906818048,0.0858507757389384,0.0858472625321053,0.0858441625415457,0.085841406913963,0.0858389412882843,0.0858367221733658,24
"25",0.0915477688510629,0.0915381424462381,0.0915301198693927,0.0915233311283918,0.0915175119107698,0.091512468367244,0.0915080550978701,0.0915041609058306,0.0915006992988286,0.0914976019893651,0.0914948143445146,25
"26",0.0972621728923228,0.0972502049825713,0.0972402310017342,0.097231790966317,0.0972245562758381,0.0972182859311979,0.097212799166692,0.0972079577388408,0.0972036541175151,0.0971998034053263,0.0971963376806714,26
"27",0.103013453302039,0.102998715689949,0.102986433447498,0.10297604014244,0.102967131129503,0.102959409637204,0.102952653066554,0.102946691181258,0.102941391566075,0.102936649676211,0.102932381871239,27
"28",0.108793583802915,0.108775594869219,0.108760602987838,0.108747916766358,0.108737042290694,0.108727617318378,0.108719370142551,0.108712092970765,0.10870562417534,0.108699836147565,0.108694626794834,28
"29",0.114595118218542,0.11457333942852,0.114555189100656,0.11453983018221,0.114526664702824,0.114515254103907,0.114505269436224,0.114496459130238,0.114488627507029,0.114481620073659,0.114475313228951,29
"30",0.120411162317607,0.120384994762794,0.120363186869825,0.120344732903232,0.120328914390221,0.120315204394552,0.120303207677831,0.120292621974877,0.120283212174143,0.120274792649794,0.120267214893005,30
"31",0.126235346850554,0.126204127839499,0.126178110112104,0.1261560937738,0.126137221650435,0.126120865081315,0.12610655252818,0.12609392337456,0.126082697121615,0.126072652309376,0.126063611760241,31
"32",0.132061801722833,0.132024801433741,0.131993965664237,0.131967872300751,0.131945505423685,0.131926119948079,0.131909157010429,0.131894189211455,0.131880884106943,0.131868979225193,0.131858264577629,32
"33",0.137885131252449,0.1378415494596,0.137805228776196,0.137774494099349,0.137748148784232,0.137725315202506,0.137705335075694,0.137687704976367,0.137672033323936,0.137658010957743,0.137645390536374,33
"34",0.143700390462831,0.143649353347708,0.14360681955986,0.143570827402472,0.143539975501698,0.143513236082727,0.143489838249597,0.143469192450556,0.143450840115977,0.143434419196709,0.143419640038826,34
"35",0.149503062365054,0.14944361942217,0.149394080445401,0.149352160584645,0.14931622762337,0.149285084490375,0.149257833309842,0.149233787422756,0.149212412728198,0.149193287544663,0.149176074510647,35
"36",0.155289036186273,0.155220157232703,0.155162754600482,0.155114180655348,0.155072544031358,0.155036457603313,0.155004880947759,0.15497701839393,0.154952251050765,0.154930090294926,0.154910145209836,36
"37",0.161054586503776,0.16097515880048,0.160908965269953,0.160852952678615,0.160804939931041,0.160763327424024,0.16072691536935,0.16069478622494,0.160666226308113,0.160640672158076,0.160617672986893,37
"38",0.166796353246459,0.166705178738541,0.166629195996131,0.166564900078363,0.166509787229702,0.16646202122207,0.166420224793816,0.166383344684716,0.166350561651383,0.166321228894124,0.166294828952819,38
"39",0.172511322527713,0.172407115209828,0.172320271681979,0.172246785791138,0.172183795766463,0.172129202831253,0.172081432809796,0.172039281858822,0.172001813613644,0.171968288809586,0.171938116013975,39
"40",0.178196808275722,0.178078191687996,0.177979340461574,0.177895694230017,0.177823995356764,0.177761854764278,0.177707480551703,0.177659502380414,0.177616854389579,0.177578695080905,0.177544351234961,40
"41",0.183850434629045,0.18371593948798,0.183603856344159,0.183509014025388,0.183427718616557,0.183357261109626,0.18329560966049,0.183241210447605,0.183192854903337,0.183149588867622,0.183110648992684,41
"42",0.189470119067081,0.1893181810351,0.189191562599849,0.189084421510079,0.18899258453321,0.188912991177213,0.188843345995028,0.188781893593091,0.188727268630118,0.188678393180598,0.188634404886696,42
"43",0.195054056246597,0.194883013843089,0.194740475856727,0.194619864918017,0.194516482751823,0.194426883861112,0.194348484062036,0.194279307173625,0.1942178161388,0.194162797472365,0.194113280372614,43
"44",0.200600702516973,0.200408795172943,0.200248870880586,0.200113549267148,0.199997558547216,0.19989703268922,0.199809072134071,0.19973145954859,0.199662470324567,0.199600742918308,0.199545188087147,44
"45",0.206108761088183,0.205894127345875,0.205715266010015,0.205563921898787,0.205434198453339,0.205321771531229,0.205223398026624,0.205136597918387,0.205059442302033,0.204990408358933,0.204928277834756,45
"46",0.211577167826788,0.211337843684975,0.211138409220843,0.210969658646956,0.210825016523237,0.210699660937671,0.21058997550679,0.210493194794851,0.210407167930782,0.210330196874952,0.210260923207479,46
"47",0.217005077656387,0.216738995061367,0.2165172647952,0.216329650612492,0.216168841193973,0.216029475084126,0.215907531307273,0.215799935077188,0.215704294946636,0.215618722968249,0.215541708810811,47
"48",0.222391851540049,0.222096837021791,0.221851000571617,0.221642991517925,0.221464702732127,0.221310189295865,0.221174992720752,0.22105570370822,0.220949670673174,0.2208548003231,0.220769418069827,48
"49",0.227737044023269,0.227410817475566,0.227138975753643,0.226908965620215,0.226711821236628,0.226540968129407,0.226391475750804,0.226259573886892,0.226142330289285,0.226037430123207,0.225943021590943,49
"50",0.233040391316924,0.232680564919882,0.232380729255491,0.232127036159458,0.231909595176709,0.23172115398849,0.231556273796655,0.231410795814104,0.231281485629613,0.231165789901252,0.231061666055874,50
"51",0.238301799900555,0.237905877183279,0.237575968564156,0.237296834322683,0.237057590443787,0.236850256253003,0.236668846850071,0.236508785949991,0.236366514495827,0.236239222898745,0.236124663625415,51
"52",0.243521335627158,0.243086710668006,0.242724559098311,0.24241814870271,0.242155529897004,0.241927940900377,0.241728811183673,0.241553116761716,0.241396950457647,0.241257227914949,0.241131481831686,52
"53",0.24869921331136,0.248223170072742,0.247826514045161,0.247490915232961,0.247203283383012,0.246954020599791,0.246735929510858,0.246543506941832,0.246372473123494,0.246219449624601,0.246081733938455,53
"54",0.253835786733611,0.253315498528653,0.252881984657159,0.252515207579851,0.252200858211448,0.251928445260453,0.25169010159838,0.25147981207807,0.251292898861513,0.251125669345068,0.250975169750062,54
"55",0.258931539145264,0.258364068231726,0.257891250991266,0.257491227975197,0.257148390068298,0.256851293015945,0.256591355313445,0.256362015756297,0.256158171952561,0.255975796234418,0.255811666850292,55
"56",0.263987074487328,0.263369371781195,0.262854713074084,0.26241929847176,0.262046134350075,0.261722761627419,0.261439838087953,0.261190221079116,0.260968356157539,0.26076985890266,0.26059122225341,56
"57",0.26900310841037,0.268332013322785,0.267772882476863,0.26729985260572,0.266894457902456,0.266543160289122,0.266235808783218,0.265964642583359,0.265723626682193,0.265507997419213,0.265313944450286,57
"58",0.273980460099912,0.273252700487642,0.272646374285003,0.272133427450516,0.271693831147636,0.271312901820385,0.270979629939217,0.270685598540385,0.270424262523227,0.270190455700343,0.269980045833304,58
"59",0.278920044665602,0.278132236887784,0.277475899447204,0.276920656047077,0.27644482058532,0.276032495228873,0.27567176039303,0.275353503623782,0.27507063918022,0.274817574261003,0.274589835484409,59
"60",0.283822865079295,0.282971514167005,0.282262257490037,0.281662260196059,0.281148081652817,0.280702538630465,0.28031274825177,0.279968861929677,0.279663221718511,0.279389783316152,0.279143712311316,60
"61",0.288690005448857,0.287771505368592,0.287006329584147,0.286359043598196,0.285804351930287,0.285323712511725,0.284903224205884,0.28453226033547,0.284202558168773,0.283907596217257,0.283642158517532,61
"62",0.293522624422443,0.292533258431584,0.291709071948863,0.291011885329449,0.290414444677698,0.289896773321457,0.289443895169249,0.289044362183357,0.288689273249615,0.288371603210225,0.288085733392399,62
"63",0.29832194852,0.297257889614205,0.296371509582405,0.295621733638062,0.294979242690577,0.294422547378343,0.293935538233008,0.293505901275552,0.293124062400068,0.292782465501617,0.292475067407975,63
"64",0.303089266042425,0.301946577486256,0.300994730305359,0.300189600051131,0.299499692462076,0.298901925082178,0.298378994920627,0.297917676168626,0.297507686109339,0.297140909620486,0.296810856610053,64
"65",0.307825921285989,0.306600557221322,0.305579879105492,0.304716553778728,0.303976798639373,0.303335855416652,0.302775165732086,0.30228054475487,0.301840964531715,0.301447722063685,0.30109385729117,65
"66",0.312533309041772,0.311221115168613,0.3101281527724,0.30920371640404,0.308411618762837,0.307725340732097,0.30712500496559,0.306595419119046,0.30612477237496,0.305703744212992,0.305324880933903,66
